,discount,buying_mode,query,installment_quantity,installment_rate,has_msi,msi,days_until_discount_end,condition,brand,free_shipping,store_pick_up,price,domain_id,sold_quantity,initial_quantity,available_quantity,is_official_store,listing_type_id
35,0.0,buy_it_now,televisor%204k,3,0.0,True,3,0,new,generic,True,False,684.27,MLM-TELEVISIONS,10,60,50,False,gold_pro
36,5.000000000000003,buy_it_now,televisor%204k,24,45.03,False,1,3,new,LG,True,False,23749.05,MLM-TELEVISIONS,1,2,1,False,gold_special
37,0.0,buy_it_now,televisor%204k,24,45.03,False,1,0,new,TCL,True,False,7999.0,MLM-TELEVISIONS,0,1,1,False,gold_special
38,0.0,buy_it_now,televisor%204k,15,0.0,True,15,0,new,Hisense,True,False,5199.0,MLM-TELEVISIONS,7,8,1,False,gold_pro
39,0.0,buy_it_now,televisor%204k,15,0.0,True,15,0,new,Hisense,True,False,15999.0,MLM-TELEVISIONS,24,74,50,True,gold_pro
40,30.0,buy_it_now,televisor%204k,15,0.0,True,15,3,new,Onn.,True,False,4199.3,MLM-TELEVISIONS,69,119,50,True,gold_pro
41,0.0,buy_it_now,sistema%20de%20teatro%20en%20casa,24,45.03,False,1,0,new,Sony,True,False,12569.01,MLM-HOME_THEATERS,9,10,1,True,gold_special
42,0.0,buy_it_now,sistema%20de%20teatro%20en%20casa,15,0.0,True,15,0,new,Legrand-On-Q,True,False,2799.0,MLM-HOME_THEATERS,11,12,1,False,gold_pro
43,0.0,buy_it_now,sistema%20de%20teatro%20en%20casa,24,45.03,False,1,0,new,Legrand-On-Q,True,False,1930.0,MLM-HOME_THEATERS,0,1,1,True,gold_special
44,0.0,buy_it_now,sistema%20de%20teatro%20en%20casa,24,45.03,False,1,0,new,Sony,True,False,11237.79,MLM-HOME_THEATERS,9,10,1,False,gold_special
45,0.0,buy_it_now,sistema%20de%20teatro%20en%20casa,3,0.0,True,3,0,new,Genérica,True,False,982.03,MLM-HOME_THEATERS,500,1000,500,False,gold_pro
46,0.0,buy_it_now,sistema%20de%20teatro%20en%20casa,24,45.03,False,1,0,new,Klipsch,True,False,13499.0,MLM-HOME_THEATERS,0,1,1,False,gold_special
47,0.0,buy_it_now,sistema%20de%20teatro%20en%20casa,24,45.03,False,1,0,new,Klipsch,True,False,13499.0,MLM-HOME_THEATERS,0,1,1,False,gold_special
48,0.0,buy_it_now,sistema%20de%20teatro%20en%20casa,24,45.03,False,1,0,new,Logitech,True,False,7998.0,MLM-HOME_THEATERS,33,34,1,True,gold_special
49,0.0,buy_it_now,sistema%20de%20teatro%20en%20casa,3,0.0,True,3,0,used,Logitech,False,False,5500.0,MLM-HOME_THEATERS,0,1,1,False,free
50,25.03128911138924,buy_it_now,audifonos%20inalambricos,24,45.03,False,1,0,new,Huawei,True,False,599.0,MLM-HEADPHONES,9304,9554,250,True,gold_special
51,36.999621055532586,buy_it_now,audifonos%20inalambricos,3,0.0,True,3,3,new,QCY,True,False,731.51,MLM-HEADPHONES,27948,28448,500,True,gold_pro
52,41.2751677852349,buy_it_now,audifonos%20inalambricos,24,45.03,False,1,2,new,1Hora,False,False,175.0,MLM-HEADPHONES,104282,109282,5000,True,gold_special
53,0.0,buy_it_now,audifonos%20inalambricos,24,45.03,False,1,0,new,KZ,True,False,401.47,MLM-HEADPHONES,2676,3176,500,False,gold_special
54,50.75125208681135,buy_it_now,audifonos%20inalambricos,24,45.03,False,1,2,new,Redmi,True,False,295.0,MLM-HEADPHONES,12916,13016,100,True,gold_special
55,0.0,buy_it_now,audifonos%20inalambricos,3,0.0,True,3,0,new,Firstop,True,False,307.01,MLM-HEADPHONES,22854,22855,1,False,gold_pro
56,35.3356890459364,buy_it_now,audifonos%20inalambricos,3,0.0,True,3,3,new,JBL,True,False,549.0,MLM-HEADPHONES,172,173,1,True,gold_pro
57,27.999606608969323,buy_it_now,audifonos%20inalambricos,24,45.03,False,1,3,new,Realme,True,False,439.26,MLM-HEADPHONES,4946,4947,1,False,gold_special
58,56.99999999999999,buy_it_now,audifonos%20inalambricos,3,0.0,True,3,3,new,Free Breath,False,False,172.0,MLM-HEADPHONES,20214,20464,250,False,gold_pro
59,52.0,buy_it_now,audifonos%20inalambricos,1,0.0,False,1,19,new,11,False,False,66.72,MLM-HEADPHONES,10581,11081,500,False,gold_special
60,8.05660377358491,buy_it_now,audifonos%20inalambricos,24,45.03,False,1,1,new,Redmi,False,False,194.92,MLM-HEADPHONES,134,135,1,False,gold_special
61,25.0,buy_it_now,audifonos%20inalambricos,24,45.03,False,1,1,new,Haylou,True,False,674.25,MLM-HEADPHONES,862,1112,250,True,gold_special
62,50.0,buy_it_now,audifonos%20inalambricos,3,0.0,True,3,3,new,Skululu,False,False,167.28,MLM-HEADPHONES,17187,17687,500,False,gold_pro
63,0.0,buy_it_now,audifonos%20inalambricos,24,45.03,False,1,0,new,Skullcandy,True,False,599.0,MLM-HEADPHONES,90,91,1,True,gold_special
64,29.998729674796753,buy_it_now,audifonos%20inalambricos,24,45.03,False,1,3,new,MSWANRXMSFXFGP,False,False,110.21,MLM-HEADPHONES,345,545,200,False,gold_special
65,56.00228658536586,buy_it_now,audifonos%20inalambricos,1,0.0,False,1,3,new,Genérica,False,False,69.27,MLM-HEADPHONES,343,443,100,False,gold_pro
66,40.0,buy_it_now,audifonos%20inalambricos,3,0.0,True,3,17,new,QCY,True,False,600.0,MLM-HEADPHONES,409,459,50,False,gold_pro
67,0.0,buy_it_now,audifonos%20inalambricos,24,45.03,False,1,0,new,Realme,True,False,1223.9,MLM-HEADPHONES,653,1153,500,False,gold_special
